Counter,Channel1,Channel2
1361,1418,1543
1362,1407,1534
1363,1416,1532
1364,1424,1514
1365,1436,1518
1366,1437,1517
1367,1419,1520
1368,1419,1517
1369,1414,1533
1370,1418,1531
1371,1432,1530
1372,1433,1519
1373,1436,1528
1374,1439,1530
1375,1452,1518
1376,1462,1518
1377,1453,1517
1378,1451,1514
1379,1435,1513
1380,1437,1531
1381,1438,1513
1382,1470,1528
1383,1472,1529
1384,1482,1518
1385,1480,1531
1386,1464,1519
1387,1450,1518
1388,1456,1513
1389,1453,1527
1390,1464,1528
1391,1465,1530
1392,1470,1532
1393,1480,1545
1394,1496,1544
1395,1499,1545
1396,1484,1529
1397,1481,1532
1398,1479,1517
1399,1471,1528
1400,1469,1529
1401,1481,1530
1402,1485,1528
1403,1487,1547
1404,1497,1547
1405,1495,1543
1406,1486,1535
1407,1481,1519
1408,1468,1517
1409,1480,1534
1410,1471,1544
1411,1468,1517
1412,1468,1518
1413,1482,1532
1414,1498,1546
1415,1496,1515
1416,1487,1518
1417,1468,1516
1418,1467,1511
1419,1480,1514
1420,1494,1535
1421,1494,1535
1422,1487,1528
1423,1495,1533
1424,1504,1536
1425,1500,1531
1426,1500,1534
1427,1498,1532
1428,1487,1529
1429,1486,1535
1430,1487,1535
1431,1502,1532
1432,1512,1543
1433,1515,1548
1434,1515,1533
1435,1529,1531
1436,1531,1516
1437,1503,1515
1438,1481,1564
1439,1466,1581
1440,1447,1594
1441,1417,1592
1442,1422,1607
1443,1400,1607
1444,1389,1632
1445,1390,1659
1446,1352,1644
1447,1338,1642
1448,1339,1657
1449,1341,1643
1450,1337,1646
1451,1337,1656
1452,1338,1671
1453,1353,1657
1454,1372,1674
1455,1384,1656
1456,1385,1644
1457,1385,1630
1458,1388,1642
1459,1389,1644
1460,1388,1658
1461,1399,1643
1462,1391,1646
1463,1386,1645
1464,1388,1644
1465,1392,1626
1466,1405,1630
1467,1401,1625
1468,1388,1628
1469,1376,1631
1470,1376,1631
1471,1357,1624
1472,1382,1610
1473,1388,1626
1474,1401,1639
1475,1419,1627
1476,1405,1629
1477,1401,1641
1478,1401,1628
1479,1390,1623
1480,1399,1624
1481,1391,1629
1482,1388,1613
1483,1390,1625
1484,1355,1630
1485,1372,1614
1486,1374,1624
1487,1353,1626
1488,1375,1613
1489,1405,1614
1490,1402,1626
1491,1405,1640
1492,1417,1626
1493,1432,1624
1494,1421,1639
1495,1418,1628
1496,1400,1624
1497,1359,1628
1498,1353,1626
1499,1352,1624
1500,1369,1611
1501,1386,1625
1502,1406,1628
1503,1422,1624
1504,1437,1612
1505,1450,1610
1506,1451,1611
1507,1419,1615
1508,1391,1612
1509,1337,1611
1510,1340,1624
1511,1384,1627
1512,1419,1609
1513,1435,1623
1514,1447,1613
1515,1420,1596
1516,1385,1597
1517,1390,1597
1518,1335,1607
1519,1304,1584
1520,1374,1599
1521,1440,1592
1522,1470,1597
1523,1485,1597
1524,1468,1613
1525,1439,1611
1526,1422,1608
1527,1390,1593
1528,1325,1614
1529,1343,1613
1530,1402,1625
1531,1417,1607
